180,Cancel Submitted,True,2020-01-29 18:15:08.561317,1/1/20,1/1/20,"Order(orderId=180, permId=567178067, action='SELL', totalQuantity=2, orderType='STP', lmtPrice=0.0, auxPrice=3269.0, tif='GTC', ocaGroup='567178066', ocaType=3, parentId=179, trailStopPrice=3269.0, faProfile='cci_day', openClose='C', eTradeOnly=False, firmQuoteOnly=False, volatilityType=0, deltaNeutralOrderType='None', referencePriceType=0, clearingIntent='IB', orderComboLegs=[], adjustedOrderType='None', conditions=[], softDollarTier=SoftDollarTier(), dontUseAutoPriceForHedge=True)"
Order_Id,Status,To_Open,Date_Pending,Date_Cancelled,Date_Filled,Order
206,Cancel Submitted,False,2020-01-29 19:30:05.928939,1/1/20,1/1/20,"Order(orderId=206, action='Sell', totalQuantity=1.0, orderType='MKT', account='DU1044804', conditions=[], softDollarTier=SoftDollarTier())"
Order_Id,Status,To_Open,Date_Pending,Date_Cancelled,Date_Filled,Order
206,Cancel Submitted,False,2020-01-29 19:30:05.936580,1/1/20,1/1/20,"Order(orderId=206, action='Sell', totalQuantity=1.0, orderType='MKT', account='DU1044804', conditions=[], softDollarTier=SoftDollarTier())"
Order_Id,Status,To_Open,Date_Pending,Date_Cancelled,Date_Filled,Order
207,Cancel Submitted,False,2020-01-29 19:30:06.962504,1/1/20,1/1/20,"Order(orderId=207, action='Sell', totalQuantity=1.0, orderType='MKT', account='DU1044803', conditions=[], softDollarTier=SoftDollarTier())"
Order_Id,Status,To_Open,Date_Pending,Date_Cancelled,Date_Filled,Order
207,Cancel Submitted,False,2020-01-29 19:30:06.970976,1/1/20,1/1/20,"Order(orderId=207, action='Sell', totalQuantity=1.0, orderType='MKT', account='DU1044803', conditions=[], softDollarTier=SoftDollarTier())"
Order_Id,Status,To_Open,Date_Pending,Date_Cancelled,Date_Filled,Order
233,Cancel Submitted,False,2020-01-29 20:45:03.951745,1/1/20,1/1/20,"Order(orderId=233, action='Buy', totalQuantity=1.0, orderType='MKT', account='DU1044804', conditions=[], softDollarTier=SoftDollarTier())"
Order_Id,Status,To_Open,Date_Pending,Date_Cancelled,Date_Filled,Order
233,Cancel Submitted,False,2020-01-29 20:45:03.955501,1/1/20,1/1/20,"Order(orderId=233, action='Buy', totalQuantity=1.0, orderType='MKT', account='DU1044804', conditions=[], softDollarTier=SoftDollarTier())"
Order_Id,Status,To_Open,Date_Pending,Date_Cancelled,Date_Filled,Order
234,Cancel Submitted,False,2020-01-29 20:45:04.994352,1/1/20,1/1/20,"Order(orderId=234, action='Buy', totalQuantity=1.0, orderType='MKT', account='DU1044803', conditions=[], softDollarTier=SoftDollarTier())"
Order_Id,Status,To_Open,Date_Pending,Date_Cancelled,Date_Filled,Order
234,Cancel Submitted,False,2020-01-29 20:45:05.000165,1/1/20,1/1/20,"Order(orderId=234, action='Buy', totalQuantity=1.0, orderType='MKT', account='DU1044803', conditions=[], softDollarTier=SoftDollarTier())"
Order_Id,Status,To_Open,Date_Pending,Date_Cancelled,Date_Filled,Order
235,Cancel Submitted,True,2020-01-29 20:45:06.080277,1/1/20,1/1/20,"Order(orderId=235, action='Buy', totalQuantity=2, orderType='MKT', transmit=False, faProfile='cci_day', conditions=[], softDollarTier=SoftDollarTier())"
