sc,L/S,TOS 15min,TOS 1hr,TOS 1day,Profit,Orders,wins,loses,positive,negative,Win %,Risk %,winrisk,second16,first17,second17,first18,second18,first19,Cons,Either,Swins,Slosses,min,17,172,18,182,19,192,Rank
longATR15:AATR1:AATRD:ACCI15:IUCCIA15:ILCCIA1h:ILCCIA1d:OBBW15:ABBb15:TBBW1h:LBBb1h:BBBW1d:ABBb1d:T,long, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > .4 and bbw[1] <= .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] < .5 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] > 50 and bbp[1] <= 100,562.5,1,1,0,562.5,0,1,1,Y,,,,,,,,Y,562.5,0,43664.53125,,,,,,43664.53125,100.1829268
longATR15:LATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:OCCIA1d:IUBBW15:LBBb15:BBBW1h:HBBb1h:TBBW1d:ABBb1d:T,long, if ATR[1] < 3 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 100 and bbw[1] > .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] > 50 and bbp[1] <= 100,-25,1,0,1,0,-25,0,0,N,,,,,,,,Y,0,-25,43665.15625,,,,,,43665.15625,99.99186992
longATR15:LATR1:LATRD:ACCI15:UCCIA15:UCCIA1h:OCCIA1d:IUBBW15:ABBb15:BBBW1h:HBBb1h:BBBW1d:ABBb1d:T,long, if ATR[1] < 3 and CCI[1] < -100 and CCIAvg[1] < -100 and bbw[1] > .4 and bbw[1] <= .54 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] > 100 and bbw[1] > .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] > 50 and bbp[1] <= 100,150,1,1,0,150,0,1,1,Y,,,,,,,,Y,150,0,43665.30208,,,,,,43665.30208,100.0487805
shortATR15:LATR1:AATRD:ACCI15:ILCCIA15:IUCCIA1h:IUCCIA1d:IUBBW15:LBBb15:BBBW1h:LBBb1h:TBBW1d:ABBb1d:T,short, if ATR[1] < 3 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < .5 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] > 50 and bbp[1] <= 100,50,1,1,0,50,0,1,1,Y,,,,,,,,Y,50,0,43665.42708,,,,,,43665.42708,100.0162602
longATR15:AATR1:AATRD:ACCI15:ILCCIA15:UCCIA1h:IUCCIA1d:IUBBW15:ABBb15:BBBW1h:ABBb1h:BBBW1d:ABBb1d:T,long, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] < -100 and bbw[1] > .4 and bbw[1] <= .54 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] > 50 and bbp[1] <= 100,-200,1,0,1,0,-200,0,0,N,,,,,,,,Y,0,-200,43665.52083,,,,,,43665.52083,99.93495935
shortATR15:AATR1:AATRD:ACCI15:UCCIA15:ILCCIA1h:IUCCIA1d:IUBBW15:ABBb15:BBBW1h:LBBb1h:BBBW1d:ABBb1d:T,short, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] < -100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > .4 and bbw[1] <= .54 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < .5 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] > 50 and bbp[1] <= 100,362.5,1,1,0,362.5,0,1,1,Y,,,,,,,,Y,362.5,0,43665.57292,,,,,,43665.57292,100.1178862
longATR15:AATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:IUBBW15:HBBb15:BBBW1h:HBBb1h:UBBW1d:ABBb1d:T,long, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] < -100 and CCIAvg[1] < -100 and bbw[1] > .54 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > .8 and bbp[1] < 0, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] > 50 and bbp[1] <= 100,200,1,1,0,200,0,1,1,Y,,,,,,,,Y,200,0,43667.76042,,,,,,43667.76042,100.0650407
shortATR15:LATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:UCCIA1d:IUBBW15:LBBb15:TBBW1h:HBBb1h:BBBW1d:ABBb1d:B,short, if ATR[1] < 3 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] <= .4 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] < -100 and bbw[1] > .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] >= 0 and bbp[1] <= 50,-112.5,1,0,1,0,-112.5,0,0,N,,,,,,,,Y,0,-112.5,43668.15625,,,,,,43668.15625,99.96341463
longATR15:LATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:UCCIA1d:IUBBW15:LBBb15:OBBW1h:HBBb1h:BBBW1d:ABBb1d:B,long, if ATR[1] < 3 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] <= .4 and bbp[1] > 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] < -100 and bbw[1] > .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] >= 0 and bbp[1] <= 50,-37.5,1,0,1,0,-37.5,0,0,N,,,,,,,,Y,0,-37.5,43668.1875,,,,,,43668.1875,99.98780488
shortATR15:LATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:UCCIA1d:IUBBW15:LBBb15:TBBW1h:HBBb1h:TBBW1d:ABBb1d:B,short, if ATR[1] < 3 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] <= .4 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] < -100 and bbw[1] > .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] >= 0 and bbp[1] <= 50,-262.5,1,0,1,0,-262.5,0,0,N,,,,,,,,Y,0,-262.5,43668.22917,,,,,,43668.22917,99.91463415
longATR15:LATR1:AATRD:ACCI15:OCCIA15:IUCCIA1h:ILCCIA1d:IUBBW15:LBBb15:OBBW1h:HBBb1h:TBBW1d:ABBb1d:B,long, if ATR[1] < 3 and CCI[1] > 100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] <= .4 and bbp[1] > 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] > .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] >= 0 and bbp[1] <= 50,-225,1,0,1,0,-225,0,0,N,,,,,,,,Y,0,-225,43668.41667,,,,,,43668.41667,99.92682927
shortATR15:LATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:IUBBW15:LBBb15:BBBW1h:ABBb1h:TBBW1d:ABBb1d:B,short, if ATR[1] < 3 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] >= 0 and bbp[1] <= 50,0,1,0,1,0,0,0,0,N,,,,,,,,Y,0,0,43668.4375,,,,,,43668.4375,100
longATR15:AATR1:AATRD:ACCI15:IUCCIA15:ILCCIA1h:ILCCIA1d:IUBBW15:LBBb15:TBBW1h:ABBb1h:TBBW1d:ABBb1d:B,long, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] <= .4 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] >= 0 and bbp[1] <= 50,137.5,1,1,0,137.5,0,1,1,Y,,,,,,,,Y,137.5,0,43668.5,,,,,,43668.5,100.0447154
shortATR15:LATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:ILCCIA1d:IUBBW15:LBBb15:TBBW1h:ABBb1h:TBBW1d:ABBb1d:B,short, if ATR[1] < 3 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] <= .4 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] >= 0 and bbp[1] <= 50,-112.5,1,0,1,0,-112.5,0,0,N,,,,,,,,Y,0,-112.5,43668.60417,,,,,,43668.60417,99.96341463
longATR15:AATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:ILCCIA1d:IUBBW15:LBBb15:TBBW1h:ABBb1h:TBBW1d:ABBb1d:B,long, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] <= .4 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] >= 0 and bbp[1] <= 50,-50,1,0,1,0,-50,0,0,N,,,,,,,,Y,0,-50,43668.63542,,,,,,43668.63542,99.98373984
shortATR15:AATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:ILCCIA1d:IUBBW15:LBBb15:TBBW1h:ABBb1h:TBBW1d:ABBb1d:B,short, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] <= .4 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] >= 0 and bbp[1] <= 50,-62.5,1,0,1,0,-62.5,0,0,N,,,,,,,,Y,0,-62.5,43668.64583,,,,,,43668.64583,99.9796748
longATR15:AATR1:AATRD:ACCI15:OCCIA15:IUCCIA1h:ILCCIA1d:IUBBW15:LBBb15:TBBW1h:ABBb1h:TBBW1d:ABBb1d:B,long, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] > 100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] <= .4 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] >= 0 and bbp[1] <= 50,-37.5,1,0,1,0,-37.5,0,0,N,,,,,,,,Y,0,-37.5,43668.69792,,,,,,43668.69792,99.98780488
shortATR15:LATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:IUBBW15:LBBb15:TBBW1h:ABBb1h:TBBW1d:ABBb1d:B,short, if ATR[1] < 3 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] <= .4 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] >= 0 and bbp[1] <= 50,-162.5,1,0,1,0,-162.5,0,0,N,,,,,,,,Y,0,-162.5,43668.79167,,,,,,43668.79167,99.94715447
longATR15:LATR1:AATRD:ACCI15:OCCIA15:IUCCIA1h:IUCCIA1d:IUBBW15:LBBb15:OBBW1h:ABBb1h:TBBW1d:ABBb1d:B,long, if ATR[1] < 3 and CCI[1] > 100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] <= .4 and bbp[1] > 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] >= 0 and bbp[1] <= 50,62.5,2,2,0,31.25,0,1,1,Y,,,,,,,,Y,62.5,0,43668.85417,,,,,,43668.85417,100.0203252
shortATR15:LATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:IUCCIA1d:IUBBW15:LBBb15:TBBW1h:LBBb1h:OBBW1d:ABBb1d:B,short, if ATR[1] < 3 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] <= .4 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 5 and ATR[1] <= 10 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < .5 and bbp[1] > 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] >= 0 and bbp[1] <= 50,50,1,1,0,50,0,1,1,Y,,,,,,,,Y,50,0,43668.9375,,,,,,43668.9375,100.0162602
longATR15:LATR1:LATRD:ACCI15:IUCCIA15:ILCCIA1h:IUCCIA1d:IUBBW15:LBBb15:BBBW1h:LBBb1h:TBBW1d:ABBb1d:T,long, if ATR[1] < 3 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < .5 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] > 50 and bbp[1] <= 100,212.5,1,1,0,212.5,0,1,1,Y,,,,,,,,Y,212.5,0,43669.10417,,,,,,43669.10417,100.0691057
longATR15:LATR1:LATRD:ACCI15:ILCCIA15:ILCCIA1h:OCCIA1d:IUBBW15:LBBb15:TBBW1h:LBBb1h:BBBW1d:ABBb1d:T,long, if ATR[1] < 3 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] <= 0 and CCIAvg[1] >= -100 and bbw[1] <= .4 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] < 5 and CCIAvg[1] > 100 and bbw[1] < .5 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] > 50 and bbp[1] <= 100,450,1,1,0,450,0,1,1,Y,,,,,,,,Y,450,0,43669.54167,,,,,,43669.54167,100.1463415
longATR15:LATR1:LATRD:ACCI15:UCCIA15:UCCIA1h:IUCCIA1d:IUBBW15:ABBb15:BBBW1h:ABBb1h:BBBW1d:ABBb1d:T,long, if ATR[1] < 3 and CCI[1] < -100 and CCIAvg[1] < -100 and bbw[1] > .4 and bbw[1] <= .54 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] > 50 and bbp[1] <= 100,412.5,1,1,0,412.5,0,1,1,Y,,,,,,,,Y,412.5,0,43670.21875,,,,,,43670.21875,100.1341463
shortATR15:LATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:IUCCIA1d:IUBBW15:ABBb15:TBBW1h:LBBb1h:TBBW1d:ABBb1d:T,short, if ATR[1] < 3 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] > .4 and bbw[1] <= .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] < 5 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < .5 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] > 50 and bbp[1] <= 100,-287.5,1,0,1,0,-287.5,0,0,N,,,,,,,,Y,0,-287.5,43670.47917,,,,,,43670.47917,99.90650407
longATR15:LATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:IUCCIA1d:IUBBW15:HBBb15:TBBW1h:LBBb1h:TBBW1d:ABBb1d:T,long, if ATR[1] < 3 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] > .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] < 5 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < .5 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] > 50 and bbp[1] <= 100,-75,1,0,1,0,-75,0,0,N,,,,,,,,Y,0,-75,43670.54167,,,,,,43670.54167,99.97560976
shortATR15:LATR1:LATRD:ACCI15:IUCCIA15:OCCIA1h:IUCCIA1d:IUBBW15:ABBb15:TBBW1h:ABBb1h:OBBW1d:ABBb1d:T,short, if ATR[1] < 3 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] > 100 and bbw[1] > .4 and bbw[1] <= .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] < 5 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] > 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] > 50 and bbp[1] <= 100,-187.5,1,0,1,0,-187.5,0,0,N,,,,,,,,Y,0,-187.5,43670.57292,,,,,,43670.57292,99.93902439
shortATR15:LATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:OCCIA1d:IUBBW15:HBBb15:TBBW1h:HBBb1h:OBBW1d:ABBb1d:T,short, if ATR[1] < 3 and CCI[1] > 100 and CCIAvg[1] > 100 and bbw[1] > .54 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] < 5 and CCIAvg[1] > 100 and bbw[1] > .8 and bbp[1] > 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] > 50 and bbp[1] <= 100,-175,1,0,1,0,-175,0,0,N,,,,,,,,Y,0,-175,43670.69792,,,,,,43670.69792,99.94308943
longATR15:LATR1:LATRD:ACCI15:IUCCIA15:IUCCIA1h:OCCIA1d:IUBBW15:LBBb15:OBBW1h:HBBb1h:TBBW1d:ABBb1d:T,long, if ATR[1] < 3 and CCI[1] > 0 and CCI[1] <= 100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] <= .4 and bbp[1] > 100, if ATR[1] < 5 and CCIAvg[1] > 100 and bbw[1] > .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] > 50 and bbp[1] <= 100,62.5,1,1,0,62.5,0,1,1,Y,,,,,,,,Y,62.5,0,43670.94792,,,,,,43670.94792,100.0203252
shortATR15:LATR1:LATRD:ACCI15:ILCCIA15:IUCCIA1h:OCCIA1d:IUBBW15:LBBb15:BBBW1h:ABBb1h:TBBW1d:ABBb1d:T,short, if ATR[1] < 3 and CCI[1] <= 0 and CCI[1] >= -100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] > 100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] > 50 and bbp[1] <= 100,-225,1,0,1,0,-225,0,0,N,,,,,,,,Y,0,-225,43671.22917,,,,,,43671.22917,99.92682927
longATR15:LATR1:LATRD:ACCI15:OCCIA15:UCCIA1h:OCCIA1d:IUBBW15:LBBb15:OBBW1h:ABBb1h:TBBW1d:ABBb1d:T,long, if ATR[1] < 3 and CCI[1] > 100 and CCIAvg[1] < -100 and bbw[1] <= .4 and bbp[1] > 100, if ATR[1] < 5 and CCIAvg[1] > 100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] > 50 and bbp[1] <= 100,-425,1,0,1,0,-425,0,0,N,,,,,,,,Y,0,-425,43671.33333,,,,,,43671.33333,99.86178862
shortATR15:LATR1:LATRD:ACCI15:UCCIA15:IUCCIA1h:IUCCIA1d:IUBBW15:LBBb15:BBBW1h:LBBb1h:TBBW1d:ABBb1d:T,short, if ATR[1] < 3 and CCI[1] < -100 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] <= .4 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] < .5 and bbp[1] > 50 and bbp[1] <= 100, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] > 50 and bbp[1] <= 100,162.5,1,1,0,162.5,0,1,1,Y,,,,,,,,Y,162.5,0,43671.38542,,,,,,43671.38542,100.0528455
longATR15:AATR1:LATRD:ACCI15:UCCIA15:UCCIA1h:IUCCIA1d:IUBBW15:HBBb15:BBBW1h:ABBb1h:UBBW1d:ABBb1d:T,long, if ATR[1] >= 3 and ATR[1] <= 7.5 and CCI[1] < -100 and CCIAvg[1] < -100 and bbw[1] > .54 and bbp[1] >= 0 and bbp[1] <= 50, if ATR[1] < 5 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= .5 and bbw[1] <= .8 and bbp[1] < 0, if ATR[1] >= 15 and ATR[1] <= 50 and CCIAvg[1] > 0 and CCIAvg[1] <= 100 and bbw[1] >= 2.6 and bbw[1] <= 5 and bbp[1] > 50 and bbp[1] <= 100,-400,1,0,1,0,-400,0,0,N,,,,,,,,Y,0,-400,43671.44792,,,,,,43671.44792,99.8699187
